TXN202600000043,900000000421,BILLDESK,SUCCESS,SUCCESS,321,DESKTOP_WEB,"Hyderabad, IND",2024-01-01 01:26:00.0000000
TXN202600000044,900000002595,BILLDESK,PENDING,ERR_INSUFFICIENT_FUNDS,176,MOBILE_WEB,"Chennai, IND",2024-01-01 01:28:00.0000000
TXN202600000045,900000001389,RAZORPAY,SUCCESS,SUCCESS,549,MOBILE_WEB,"Delhi, IND",2024-01-01 01:30:00.0000000
TXN202600000046,900000002329,RAZORPAY,FAILED,ERR_INVALID_PIN,1168,DESKTOP_WEB,"Delhi, IND",2024-01-01 01:32:00.0000000
TXN202600000047,900000002561,STRIPE,SUCCESS,SUCCESS,101,MOBILE_APP,"Bengaluru, IND",2024-01-01 01:34:00.0000000
TXN202600000048,900000000731,BILLDESK,SUCCESS,SUCCESS,56,MOBILE_WEB,"Pune, IND",2024-01-01 01:36:00.0000000
TXN202600000049,900000000608,RAZORPAY,PENDING,ERR_INVALID_PIN,863,MOBILE_APP,"Bengaluru, IND",2024-01-01 01:38:00.0000000
TXN202600000050,900000003736,PAYTM,SUCCESS,SUCCESS,794,DESKTOP_WEB,"Delhi, IND",2024-01-01 01:40:00.0000000
TXN202600000051,900000002460,RAZORPAY,SUCCESS,SUCCESS,490,MOBILE_WEB,"Pune, IND",2024-01-01 01:42:00.0000000
TXN202600000052,900000002343,BILLDESK,SUCCESS,SUCCESS,211,DESKTOP_WEB,"Pune, IND",2024-01-01 01:44:00.0000000
TXN202600000053,900000003644,CASHFREE,SUCCESS,SUCCESS,165,MOBILE_WEB,"Bengaluru, IND",2024-01-01 01:46:00.0000000
TXN202600000054,900000000700,STRIPE,SUCCESS,SUCCESS,467,MOBILE_WEB,"Bengaluru, IND",2024-01-01 01:48:00.0000000
TXN202600000055,900000000705,CASHFREE,SUCCESS,SUCCESS,454,DESKTOP_WEB,"Hyderabad, IND",2024-01-01 01:50:00.0000000
TXN202600000056,900000002158,CASHFREE,PENDING,ERR_TIMEOUT,890,DESKTOP_WEB,"Pune, IND",2024-01-01 01:52:00.0000000
TXN202600000057,900000002019,PHONEPE,PENDING,ERR_INSUFFICIENT_FUNDS,489,MOBILE_APP,"Delhi, IND",2024-01-01 01:54:00.0000000
TXN202600000058,900000000384,CASHFREE,FAILED,ERR_INSUFFICIENT_FUNDS,1189,MOBILE_APP,"Pune, IND",2024-01-01 01:56:00.0000000
TXN202600000059,900000002837,PAYTM,SUCCESS,SUCCESS,358,MOBILE_WEB,"Pune, IND",2024-01-01 01:58:00.0000000
TXN202600000060,900000000291,PHONEPE,SUCCESS,SUCCESS,1188,MOBILE_WEB,"Mumbai, IND",2024-01-01 02:00:00.0000000
TXN202600000061,900000003643,RAZORPAY,SUCCESS,SUCCESS,780,MOBILE_WEB,"Mumbai, IND",2024-01-01 02:02:00.0000000
TXN202600000062,900000003433,RAZORPAY,SUCCESS,SUCCESS,725,MOBILE_APP,"Hyderabad, IND",2024-01-01 02:04:00.0000000
TXN202600000063,900000003148,STRIPE,PENDING,ERR_INVALID_PIN,796,DESKTOP_WEB,"Chennai, IND",2024-01-01 02:06:00.0000000
TXN202600000064,900000002143,RAZORPAY,SUCCESS,SUCCESS,932,MOBILE_APP,"Hyderabad, IND",2024-01-01 02:08:00.0000000
TXN202600000065,900000003772,RAZORPAY,SUCCESS,SUCCESS,631,MOBILE_WEB,"Bengaluru, IND",2024-01-01 02:10:00.0000000
TXN202600000066,900000002281,RAZORPAY,SUCCESS,SUCCESS,877,MOBILE_WEB,"Chennai, IND",2024-01-01 02:12:00.0000000
TXN202600000067,900000000968,CASHFREE,FAILED,ERR_INSUFFICIENT_FUNDS,803,MOBILE_WEB,"Hyderabad, IND",2024-01-01 02:14:00.0000000
TXN202600000068,900000000932,BILLDESK,SUCCESS,SUCCESS,1086,MOBILE_APP,"Pune, IND",2024-01-01 02:16:00.0000000
TXN202600000069,900000001266,STRIPE,FAILED,ERR_INVALID_PIN,765,MOBILE_APP,"Mumbai, IND",2024-01-01 02:18:00.0000000
TXN202600000070,900000002720,STRIPE,SUCCESS,SUCCESS,776,MOBILE_WEB,"Mumbai, IND",2024-01-01 02:20:00.0000000
TXN202600000071,900000000288,BILLDESK,SUCCESS,SUCCESS,654,DESKTOP_WEB,"Mumbai, IND",2024-01-01 02:22:00.0000000
TXN202600000072,900000001009,BILLDESK,SUCCESS,SUCCESS,304,MOBILE_WEB,"Chennai, IND",2024-01-01 02:24:00.0000000
TXN202600000073,900000003461,RAZORPAY,SUCCESS,SUCCESS,702,DESKTOP_WEB,"Chennai, IND",2024-01-01 02:26:00.0000000
TXN202600000074,900000003356,PAYTM,SUCCESS,SUCCESS,255,DESKTOP_WEB,"Mumbai, IND",2024-01-01 02:28:00.0000000
TXN202600000075,900000000940,CASHFREE,PENDING,ERR_INSUFFICIENT_FUNDS,1012,DESKTOP_WEB,"Mumbai, IND",2024-01-01 02:30:00.0000000
TXN202600000076,900000002505,CASHFREE,SUCCESS,SUCCESS,629,DESKTOP_WEB,"Mumbai, IND",2024-01-01 02:32:00.0000000
TXN202600000077,900000001708,PAYTM,SUCCESS,SUCCESS,840,MOBILE_APP,"Mumbai, IND",2024-01-01 02:34:00.0000000
TXN202600000078,900000000761,STRIPE,SUCCESS,SUCCESS,80,DESKTOP_WEB,"Pune, IND",2024-01-01 02:36:00.0000000
TXN202600000079,900000001766,PHONEPE,SUCCESS,SUCCESS,515,MOBILE_WEB,"Pune, IND",2024-01-01 02:38:00.0000000
TXN202600000080,900000003414,STRIPE,PENDING,ERR_INSUFFICIENT_FUNDS,1059,MOBILE_APP,"Hyderabad, IND",2024-01-01 02:40:00.0000000
TXN202600000081,900000001349,CASHFREE,SUCCESS,SUCCESS,222,MOBILE_WEB,"Delhi, IND",2024-01-01 02:42:00.0000000
TXN202600000082,900000002247,PHONEPE,SUCCESS,SUCCESS,153,DESKTOP_WEB,"Bengaluru, IND",2024-01-01 02:44:00.0000000
TXN202600000083,900000002770,CASHFREE,SUCCESS,SUCCESS,192,DESKTOP_WEB,"Pune, IND",2024-01-01 02:46:00.0000000
TXN202600000084,900000000329,BILLDESK,SUCCESS,SUCCESS,678,DESKTOP_WEB,"Delhi, IND",2024-01-01 02:48:00.0000000
TXN202600000085,900000003349,STRIPE,SUCCESS,SUCCESS,349,MOBILE_APP,"Chennai, IND",2024-01-01 02:50:00.0000000
TXN202600000086,900000000181,RAZORPAY,PENDING,ERR_INVALID_PIN,1155,DESKTOP_WEB,"Bengaluru, IND",2024-01-01 02:52:00.0000000
TXN202600000087,900000002500,PAYTM,SUCCESS,SUCCESS,355,DESKTOP_WEB,"Pune, IND",2024-01-01 02:54:00.0000000
TXN202600000088,900000003537,STRIPE,SUCCESS,SUCCESS,903,MOBILE_WEB,"Delhi, IND",2024-01-01 02:56:00.0000000
TXN202600000089,900000002333,RAZORPAY,FAILED,ERR_INVALID_PIN,375,DESKTOP_WEB,"Chennai, IND",2024-01-01 02:58:00.0000000
TXN202600000090,900000003471,PHONEPE,SUCCESS,SUCCESS,768,DESKTOP_WEB,"Bengaluru, IND",2024-01-01 03:00:00.0000000
TXN202600000091,900000002709,BILLDESK,SUCCESS,SUCCESS,1031,MOBILE_WEB,"Pune, IND",2024-01-01 03:02:00.0000000
TXN202600000092,900000003304,PHONEPE,SUCCESS,SUCCESS,277,MOBILE_APP,"Chennai, IND",2024-01-01 03:04:00.0000000
TXN202600000093,900000003258,PHONEPE,SUCCESS,SUCCESS,1157,DESKTOP_WEB,"Hyderabad, IND",2024-01-01 03:06:00.0000000
TXN202600000094,900000001395,BILLDESK,SUCCESS,SUCCESS,977,MOBILE_WEB,"Mumbai, IND",2024-01-01 03:08:00.0000000
TXN202600000095,900000001806,PAYTM,SUCCESS,SUCCESS,146,MOBILE_APP,"Chennai, IND",2024-01-01 03:10:00.0000000
TXN202600000096,900000001084,PHONEPE,SUCCESS,SUCCESS,906,MOBILE_WEB,"Delhi, IND",2024-01-01 03:12:00.0000000
TXN202600000097,900000000463,STRIPE,SUCCESS,SUCCESS,881,MOBILE_APP,"Pune, IND",2024-01-01 03:14:00.0000000
TXN202600000098,900000000171,RAZORPAY,PENDING,ERR_INVALID_PIN,128,MOBILE_WEB,"Bengaluru, IND",2024-01-01 03:16:00.0000000
TXN202600000099,900000001459,STRIPE,PENDING,ERR_INVALID_PIN,370,MOBILE_WEB,"Bengaluru, IND",2024-01-01 03:18:00.0000000
TXN202600000100,900000002447,STRIPE,SUCCESS,SUCCESS,427,MOBILE_WEB,"Pune, IND",2024-01-01 03:20:00.0000000
TXN202600000101,900000002117,PAYTM,SUCCESS,SUCCESS,498,MOBILE_APP,"Pune, IND",2024-01-01 03:22:00.0000000
TXN202600000102,900000000735,STRIPE,SUCCESS,SUCCESS,107,MOBILE_APP,"Delhi, IND",2024-01-01 03:24:00.0000000
TXN202600000103,900000001931,CASHFREE,SUCCESS,SUCCESS,1079,MOBILE_APP,"Pune, IND",2024-01-01 03:26:00.0000000
TXN202600000104,900000002681,PHONEPE,SUCCESS,SUCCESS,69,DESKTOP_WEB,"Chennai, IND",2024-01-01 03:28:00.0000000
TXN202600000105,900000000797,PAYTM,SUCCESS,SUCCESS,1055,DESKTOP_WEB,"Chennai, IND",2024-01-01 03:30:00.0000000
TXN202600000106,900000003353,BILLDESK,PENDING,ERR_INSUFFICIENT_FUNDS,783,MOBILE_WEB,"Hyderabad, IND",2024-01-01 03:32:00.0000000
TXN202600000107,900000003282,PAYTM,SUCCESS,SUCCESS,320,MOBILE_WEB,"Hyderabad, IND",2024-01-01 03:34:00.0000000
TXN202600000108,900000003187,BILLDESK,SUCCESS,SUCCESS,84,MOBILE_WEB,"Mumbai, IND",2024-01-01 03:36:00.0000000
TXN202600000109,900000003015,STRIPE,SUCCESS,SUCCESS,45,MOBILE_WEB,"Delhi, IND",2024-01-01 03:38:00.0000000
TXN202600000110,900000000523,BILLDESK,SUCCESS,SUCCESS,213,MOBILE_APP,"Bengaluru, IND",2024-01-01 03:40:00.0000000
TXN202600000111,900000002602,BILLDESK,PENDING,ERR_TIMEOUT,617,DESKTOP_WEB,"Bengaluru, IND",2024-01-01 03:42:00.0000000
TXN202600000112,900000002560,BILLDESK,PENDING,ERR_INVALID_PIN,430,DESKTOP_WEB,"Mumbai, IND",2024-01-01 03:44:00.0000000
TXN202600000113,900000003056,RAZORPAY,SUCCESS,SUCCESS,853,DESKTOP_WEB,"Chennai, IND",2024-01-01 03:46:00.0000000
TXN202600000114,900000002296,PAYTM,SUCCESS,SUCCESS,472,MOBILE_APP,"Mumbai, IND",2024-01-01 03:48:00.0000000
TXN202600000115,900000002361,RAZORPAY,SUCCESS,SUCCESS,368,DESKTOP_WEB,"Hyderabad, IND",2024-01-01 03:50:00.0000000
TXN202600000116,900000003469,RAZORPAY,SUCCESS,SUCCESS,1069,MOBILE_APP,"Bengaluru, IND",2024-01-01 03:52:00.0000000
TXN202600000117,900000002543,STRIPE,SUCCESS,SUCCESS,143,DESKTOP_WEB,"Delhi, IND",2024-01-01 03:54:00.0000000
TXN202600000118,900000003035,PHONEPE,SUCCESS,SUCCESS,434,MOBILE_WEB,"Delhi, IND",2024-01-01 03:56:00.0000000
TXN202600000119,900000000400,CASHFREE,FAILED,ERR_INVALID_PIN,1005,MOBILE_WEB,"Bengaluru, IND",2024-01-01 03:58:00.0000000
TXN202600000120,900000001764,PAYTM,FAILED,ERR_TIMEOUT,432,MOBILE_WEB,"Pune, IND",2024-01-01 04:00:00.0000000
TXN202600000121,900000002253,PAYTM,SUCCESS,SUCCESS,1017,DESKTOP_WEB,"Mumbai, IND",2024-01-01 04:02:00.0000000
TXN202600000122,900000000823,RAZORPAY,SUCCESS,SUCCESS,254,MOBILE_APP,"Mumbai, IND",2024-01-01 04:04:00.0000000
TXN202600000123,900000002771,STRIPE,SUCCESS,SUCCESS,1188,MOBILE_APP,"Delhi, IND",2024-01-01 04:06:00.0000000
TXN202600000124,900000002708,STRIPE,FAILED,ERR_INVALID_PIN,739,DESKTOP_WEB,"Chennai, IND",2024-01-01 04:08:00.0000000
TXN202600000125,900000002888,CASHFREE,SUCCESS,SUCCESS,382,DESKTOP_WEB,"Hyderabad, IND",2024-01-01 04:10:00.0000000
TXN202600000126,900000002111,PHONEPE,PENDING,ERR_INSUFFICIENT_FUNDS,273,MOBILE_WEB,"Chennai, IND",2024-01-01 04:12:00.0000000
TXN202600000127,900000003007,BILLDESK,SUCCESS,SUCCESS,1056,MOBILE_APP,"Delhi, IND",2024-01-01 04:14:00.0000000
TXN202600000128,900000000113,STRIPE,FAILED,ERR_TIMEOUT,844,MOBILE_APP,"Hyderabad, IND",2024-01-01 04:16:00.0000000
TXN202600000129,900000001430,PAYTM,PENDING,ERR_TIMEOUT,785,MOBILE_APP,"Chennai, IND",2024-01-01 04:18:00.0000000
TXN202600000130,900000001197,STRIPE,FAILED,ERR_INSUFFICIENT_FUNDS,291,MOBILE_WEB,"Bengaluru, IND",2024-01-01 04:20:00.0000000
TXN202600000131,900000001963,CASHFREE,PENDING,ERR_INSUFFICIENT_FUNDS,606,MOBILE_APP,"Delhi, IND",2024-01-01 04:22:00.0000000
TXN202600000132,900000001058,CASHFREE,SUCCESS,SUCCESS,426,MOBILE_APP,"Bengaluru, IND",2024-01-01 04:24:00.0000000
TXN202600000133,900000003118,BILLDESK,FAILED,ERR_INSUFFICIENT_FUNDS,852,DESKTOP_WEB,"Chennai, IND",2024-01-01 04:26:00.0000000
TXN202600000134,900000000661,CASHFREE,SUCCESS,SUCCESS,653,MOBILE_APP,"Mumbai, IND",2024-01-01 04:28:00.0000000
TXN202600000135,900000000282,PAYTM,FAILED,ERR_INVALID_PIN,309,DESKTOP_WEB,"Pune, IND",2024-01-01 04:30:00.0000000
TXN202600000136,900000001269,PAYTM,FAILED,ERR_INVALID_PIN,498,MOBILE_WEB,"Mumbai, IND",2024-01-01 04:32:00.0000000
TXN202600000137,900000002850,RAZORPAY,PENDING,ERR_TIMEOUT,1189,MOBILE_WEB,"Delhi, IND",2024-01-01 04:34:00.0000000
TXN202600000138,900000001491,PHONEPE,SUCCESS,SUCCESS,420,MOBILE_WEB,"Hyderabad, IND",2024-01-01 04:36:00.0000000
TXN202600000139,900000003089,RAZORPAY,PENDING,ERR_TIMEOUT,256,MOBILE_APP,"Pune, IND",2024-01-01 04:38:00.0000000
TXN202600000140,900000002429,BILLDESK,PENDING,ERR_INSUFFICIENT_FUNDS,1156,MOBILE_WEB,"Mumbai, IND",2024-01-01 04:40:00.0000000
TXN202600000141,900000000368,PAYTM,FAILED,ERR_TIMEOUT,868,MOBILE_WEB,"Bengaluru, IND",2024-01-01 04:42:00.0000000
TXN202600000142,900000001073,PAYTM,SUCCESS,SUCCESS,148,MOBILE_WEB,"Mumbai, IND",2024-01-01 04:44:00.0000000
TXN202600000143,900000003060,PAYTM,FAILED,ERR_TIMEOUT,815,MOBILE_WEB,"Mumbai, IND",2024-01-01 04:46:00.0000000
TXN202600000144,900000000264,RAZORPAY,SUCCESS,SUCCESS,386,MOBILE_APP,"Bengaluru, IND",2024-01-01 04:48:00.0000000
TXN202600000145,900000002462,BILLDESK,SUCCESS,SUCCESS,644,MOBILE_WEB,"Mumbai, IND",2024-01-01 04:50:00.0000000
TXN202600000146,900000002851,PHONEPE,PENDING,ERR_TIMEOUT,1099,DESKTOP_WEB,"Pune, IND",2024-01-01 04:52:00.0000000
TXN202600000147,900000002679,STRIPE,SUCCESS,SUCCESS,438,MOBILE_APP,"Hyderabad, IND",2024-01-01 04:54:00.0000000
TXN202600000148,900000000828,RAZORPAY,FAILED,ERR_INVALID_PIN,107,DESKTOP_WEB,"Bengaluru, IND",2024-01-01 04:56:00.0000000
TXN202600000149,900000002531,RAZORPAY,FAILED,ERR_TIMEOUT,400,DESKTOP_WEB,"Delhi, IND",2024-01-01 04:58:00.0000000
TXN202600000150,900000002609,PAYTM,SUCCESS,SUCCESS,1109,DESKTOP_WEB,"Chennai, IND",2024-01-01 05:00:00.0000000
TXN202600000151,900000002584,PAYTM,SUCCESS,SUCCESS,1050,MOBILE_WEB,"Mumbai, IND",2024-01-01 05:02:00.0000000
TXN202600000152,900000002769,BILLDESK,SUCCESS,SUCCESS,147,DESKTOP_WEB,"Mumbai, IND",2024-01-01 05:04:00.0000000
TXN202600000153,900000000335,RAZORPAY,FAILED,ERR_INVALID_PIN,630,DESKTOP_WEB,"Pune, IND",2024-01-01 05:06:00.0000000
TXN202600000154,900000002757,BILLDESK,SUCCESS,SUCCESS,187,DESKTOP_WEB,"Chennai, IND",2024-01-01 05:08:00.0000000
TXN202600000155,900000000174,CASHFREE,SUCCESS,SUCCESS,454,MOBILE_APP,"Chennai, IND",2024-01-01 05:10:00.0000000
TXN202600000156,900000002594,STRIPE,SUCCESS,SUCCESS,1140,DESKTOP_WEB,"Mumbai, IND",2024-01-01 05:12:00.0000000
TXN202600000157,900000003270,PAYTM,SUCCESS,SUCCESS,132,MOBILE_APP,"Pune, IND",2024-01-01 05:14:00.0000000
TXN202600000158,900000001812,PHONEPE,PENDING,ERR_INSUFFICIENT_FUNDS,137,MOBILE_WEB,"Hyderabad, IND",2024-01-01 05:16:00.0000000
TXN202600000159,900000003310,PHONEPE,FAILED,ERR_INSUFFICIENT_FUNDS,823,MOBILE_APP,"Chennai, IND",2024-01-01 05:18:00.0000000
TXN202600000160,900000000364,PHONEPE,FAILED,ERR_TIMEOUT,879,MOBILE_WEB,"Hyderabad, IND",2024-01-01 05:20:00.0000000
TXN202600000161,900000002917,PHONEPE,FAILED,ERR_INVALID_PIN,294,MOBILE_WEB,"Pune, IND",2024-01-01 05:22:00.0000000
TXN202600000162,900000003274,PHONEPE,FAILED,ERR_TIMEOUT,851,MOBILE_WEB,"Bengaluru, IND",2024-01-01 05:24:00.0000000
TXN202600000163,900000001302,STRIPE,PENDING,ERR_TIMEOUT,137,MOBILE_APP,"Pune, IND",2024-01-01 05:26:00.0000000
TXN202600000164,900000003348,CASHFREE,SUCCESS,SUCCESS,1095,MOBILE_APP,"Hyderabad, IND",2024-01-01 05:28:00.0000000
TXN202600000165,900000002121,PAYTM,SUCCESS,SUCCESS,795,MOBILE_APP,"Hyderabad, IND",2024-01-01 05:30:00.0000000
TXN202600000166,900000000570,STRIPE,PENDING,ERR_INVALID_PIN,1137,MOBILE_WEB,"Mumbai, IND",2024-01-01 05:32:00.0000000
TXN202600000167,900000003024,STRIPE,FAILED,ERR_INSUFFICIENT_FUNDS,157,DESKTOP_WEB,"Hyderabad, IND",2024-01-01 05:34:00.0000000
TXN202600000168,900000000507,BILLDESK,PENDING,ERR_INSUFFICIENT_FUNDS,755,MOBILE_WEB,"Bengaluru, IND",2024-01-01 05:36:00.0000000
TXN202600000169,900000002797,PHONEPE,SUCCESS,SUCCESS,250,MOBILE_WEB,"Chennai, IND",2024-01-01 05:38:00.0000000
TXN202600000170,900000003394,BILLDESK,FAILED,ERR_TIMEOUT,392,MOBILE_WEB,"Hyderabad, IND",2024-01-01 05:40:00.0000000
TXN202600000171,900000000133,STRIPE,SUCCESS,SUCCESS,1000,MOBILE_APP,"Pune, IND",2024-01-01 05:42:00.0000000
TXN202600000172,900000001265,BILLDESK,SUCCESS,SUCCESS,1026,MOBILE_WEB,"Mumbai, IND",2024-01-01 05:44:00.0000000
TXN202600000173,900000003659,CASHFREE,SUCCESS,SUCCESS,482,MOBILE_APP,"Pune, IND",2024-01-01 05:46:00.0000000
TXN202600000174,900000001925,BILLDESK,PENDING,ERR_TIMEOUT,764,DESKTOP_WEB,"Delhi, IND",2024-01-01 05:48:00.0000000
TXN202600000175,900000000509,PAYTM,FAILED,ERR_TIMEOUT,45,DESKTOP_WEB,"Delhi, IND",2024-01-01 05:50:00.0000000
TXN202600000176,900000003475,PAYTM,SUCCESS,SUCCESS,181,DESKTOP_WEB,"Mumbai, IND",2024-01-01 05:52:00.0000000
TXN202600000177,900000002097,PHONEPE,SUCCESS,SUCCESS,1080,DESKTOP_WEB,"Delhi, IND",2024-01-01 05:54:00.0000000
TXN202600000178,900000001614,BILLDESK,PENDING,ERR_INSUFFICIENT_FUNDS,797,MOBILE_APP,"Hyderabad, IND",2024-01-01 05:56:00.0000000
TXN202600000179,900000000851,CASHFREE,PENDING,ERR_INSUFFICIENT_FUNDS,177,DESKTOP_WEB,"Hyderabad, IND",2024-01-01 05:58:00.0000000
TXN202600000180,900000003899,PAYTM,PENDING,ERR_INVALID_PIN,1032,DESKTOP_WEB,"Chennai, IND",2024-01-01 06:00:00.0000000
TXN202600000181,900000001475,CASHFREE,SUCCESS,SUCCESS,1108,DESKTOP_WEB,"Bengaluru, IND",2024-01-01 06:02:00.0000000
TXN202600000182,900000001138,PHONEPE,SUCCESS,SUCCESS,233,MOBILE_WEB,"Delhi, IND",2024-01-01 06:04:00.0000000
TXN202600000183,900000000709,BILLDESK,SUCCESS,SUCCESS,250,DESKTOP_WEB,"Bengaluru, IND",2024-01-01 06:06:00.0000000
TXN202600000184,900000000944,PAYTM,SUCCESS,SUCCESS,337,DESKTOP_WEB,"Delhi, IND",2024-01-01 06:08:00.0000000
TXN202600000185,900000003171,CASHFREE,SUCCESS,SUCCESS,578,MOBILE_WEB,"Hyderabad, IND",2024-01-01 06:10:00.0000000
